base_path,piece_id,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,corner_4_x,corner_4_y
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,0,0.48030513525009155,0.5764320492744446,0.4296451807022095,0.5277587175369263,0.5570417642593384,0.5443708300590515,0.5046179294586182,0.494704931974411
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,1,0.7830125093460083,0.5562939047813416,0.743752658367157,0.5414312481880188,0.8054499626159668,0.5305553078651428,0.765724778175354,0.5168090462684631
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,2,0.5880586504936218,0.7604299783706665,0.515406608581543,0.7874667048454285,0.543865978717804,0.7125182151794434,0.4742022752761841,0.7430533170700073
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,3,0.6865957379341125,0.16037574410438538,0.6880789995193481,0.09769822657108307,0.7786971926689148,0.16234327852725983,0.7750481367111206,0.10365273058414459
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,4,0.17001865804195404,0.40028390288352966,0.24566379189491272,0.40170857310295105,0.1668028086423874,0.4543927311897278,0.24560105800628662,0.4536318778991699
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,5,0.8120476603507996,0.912785530090332,0.8158121109008789,0.8854405879974365,0.856528639793396,0.9155513048171997,0.856621265411377,0.8855963945388794
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,6,0.5929136872291565,0.2519066333770752,0.5893577933311462,0.19455987215042114,0.6793894171714783,0.25195688009262085,0.6785435676574707,0.19489404559135437
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,7,0.17826412618160248,0.6865341663360596,0.18159927427768707,0.6578226089477539,0.22467274963855743,0.6858913898468018,0.22357378900051117,0.6565203070640564
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,8,0.38636335730552673,0.7469430565834045,0.49151602387428284,0.7430688738822937,0.39556387066841125,0.8088129162788391,0.49152445793151855,0.8100236654281616
cristina-gottardi-TIsnFjXCbXo-unsplash.jpg,9,0.5886112451553345,0.24418722093105316,0.5884827971458435,0.29587873816490173,0.5082548260688782,0.23788107931613922,0.5104801058769226,0.29159995913505554
