base_path,piece_id,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,corner_4_x,corner_4_y
hanson-lu-92ahUE2CHZc-unsplash.jpg,0,0.9362620711326599,0.2660352289676666,0.9295505881309509,0.3260408341884613,0.838646411895752,0.2599160671234131,0.834976851940155,0.32262787222862244
hanson-lu-92ahUE2CHZc-unsplash.jpg,1,0.1667463630437851,0.7562881708145142,0.08158367872238159,0.7514922618865967,0.16681882739067078,0.7002093195915222,0.08817894011735916,0.6983500719070435
hanson-lu-92ahUE2CHZc-unsplash.jpg,2,0.3525121510028839,0.25273779034614563,0.29665303230285645,0.2252730131149292,0.38739484548568726,0.2158074975013733,0.33968502283096313,0.18809127807617188
hanson-lu-92ahUE2CHZc-unsplash.jpg,3,0.7783358097076416,0.24504470825195312,0.7740105390548706,0.2173548936843872,0.818880558013916,0.24553413689136505,0.818860650062561,0.21568366885185242
hanson-lu-92ahUE2CHZc-unsplash.jpg,4,0.5603975653648376,0.32414481043815613,0.560578465461731,0.2927568852901459,0.6082018613815308,0.3219257891178131,0.6082469820976257,0.291046679019928
hanson-lu-92ahUE2CHZc-unsplash.jpg,5,0.5468744039535522,0.6895803213119507,0.5462383031845093,0.6561620831489563,0.5972267389297485,0.6886544227600098,0.5968513488769531,0.6574579477310181
hanson-lu-92ahUE2CHZc-unsplash.jpg,6,0.12416829913854599,0.5900444388389587,0.12420060485601425,0.6270573139190674,0.0666024312376976,0.5910459160804749,0.0651375874876976,0.6293007731437683
hanson-lu-92ahUE2CHZc-unsplash.jpg,7,0.01723651774227619,0.23504948616027832,0.1166076511144638,0.235063835978508,0.018574167042970657,0.302508145570755,0.10941582173109055,0.2974521815776825
hanson-lu-92ahUE2CHZc-unsplash.jpg,8,0.1288137435913086,0.4452821910381317,0.13048988580703735,0.37873375415802,0.23266936838626862,0.44226428866386414,0.234056293964386,0.3770504593849182
hanson-lu-92ahUE2CHZc-unsplash.jpg,9,0.21086002886295319,0.29718610644340515,0.2881680130958557,0.29530730843544006,0.21097083389759064,0.34926271438598633,0.287004679441452,0.349601149559021
