base_path,piece_id,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,corner_4_x,corner_4_y
seval-torun-LNiq7vhJsyE-unsplash.jpg,0,0.4007296860218048,0.5622112154960632,0.4008099436759949,0.5987305641174316,0.34908321499824524,0.5621935725212097,0.3487732410430908,0.6005920171737671
seval-torun-LNiq7vhJsyE-unsplash.jpg,1,0.23148736357688904,0.9223124384880066,0.27890729904174805,0.9211731553077698,0.23401495814323425,0.9529581665992737,0.27890729904174805,0.9506188631057739
seval-torun-LNiq7vhJsyE-unsplash.jpg,2,0.7364038228988647,0.6883198618888855,0.7618838548660278,0.6619813442230225,0.7745591402053833,0.7081227898597717,0.8020002841949463,0.6825072169303894
seval-torun-LNiq7vhJsyE-unsplash.jpg,3,0.20911532640457153,0.8404603004455566,0.2718343436717987,0.8131137490272522,0.24914611876010895,0.8840474486351013,0.31231623888015747,0.8560761213302612
seval-torun-LNiq7vhJsyE-unsplash.jpg,4,0.8331889510154724,0.31967154145240784,0.8349869847297668,0.2658613622188568,0.9081987738609314,0.31522735953330994,0.9107341766357422,0.265633225440979
seval-torun-LNiq7vhJsyE-unsplash.jpg,5,0.6160203218460083,0.9892213344573975,0.5023834705352783,0.9852217435836792,0.6161746978759766,0.9156208038330078,0.5151098966598511,0.9175414443016052
seval-torun-LNiq7vhJsyE-unsplash.jpg,6,0.48253726959228516,0.1617758423089981,0.402397096157074,0.1623188555240631,0.4782330095767975,0.10709010064601898,0.39741477370262146,0.10549952834844589
seval-torun-LNiq7vhJsyE-unsplash.jpg,7,0.9654263854026794,0.7736283540725708,0.9654263854026794,0.8437274098396301,0.8568616509437561,0.7742105722427368,0.8576529622077942,0.8438325524330139
seval-torun-LNiq7vhJsyE-unsplash.jpg,8,0.8548334836959839,0.822641909122467,0.8559896349906921,0.8755819797515869,0.7802874445915222,0.8248410820960999,0.7793194651603699,0.8732779026031494
seval-torun-LNiq7vhJsyE-unsplash.jpg,9,0.6751578450202942,0.44154298305511475,0.6739600300788879,0.3994346559047699,0.7312750816345215,0.44038838148117065,0.7313862442970276,0.4027726650238037
