base_path,piece_id,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,corner_4_x,corner_4_y
walter-chavez-TEFSPAaoKlA-unsplash.jpg,0,0.6247740387916565,0.35406357049942017,0.6247413158416748,0.4432513415813446,0.568272590637207,0.35030776262283325,0.568504810333252,0.43819165229797363
walter-chavez-TEFSPAaoKlA-unsplash.jpg,1,0.23293755948543549,0.6257761120796204,0.23619578778743744,0.5828787684440613,0.2647572457790375,0.6311887502670288,0.26480814814567566,0.5876701474189758
walter-chavez-TEFSPAaoKlA-unsplash.jpg,2,0.51593017578125,0.867374062538147,0.4951789379119873,0.9152655005455017,0.4853321313858032,0.8396521806716919,0.4612235724925995,0.886964738368988
walter-chavez-TEFSPAaoKlA-unsplash.jpg,3,0.2870597541332245,0.1952938288450241,0.3213869631290436,0.11804310977458954,0.344002366065979,0.24182535707950592,0.37546849250793457,0.15738074481487274
walter-chavez-TEFSPAaoKlA-unsplash.jpg,4,0.5120857357978821,0.4559362530708313,0.5120856761932373,0.5205743312835693,0.465971440076828,0.45447784662246704,0.46843311190605164,0.520867645740509
walter-chavez-TEFSPAaoKlA-unsplash.jpg,5,0.7676648497581482,0.403746098279953,0.7379392981529236,0.44005832076072693,0.7480800747871399,0.35254964232444763,0.711884081363678,0.38732093572616577
walter-chavez-TEFSPAaoKlA-unsplash.jpg,6,0.35897424817085266,0.37579941749572754,0.31654852628707886,0.3213433027267456,0.39310207962989807,0.30614838004112244,0.3524555563926697,0.2566280961036682
walter-chavez-TEFSPAaoKlA-unsplash.jpg,7,0.17614157497882843,0.11783873289823532,0.14890214800834656,0.1223938837647438,0.17608733475208282,0.07968518882989883,0.14793230593204498,0.08299995958805084
walter-chavez-TEFSPAaoKlA-unsplash.jpg,8,0.8420222401618958,0.9108225703239441,0.7867966890335083,0.906512439250946,0.8435956835746765,0.8254344463348389,0.7853974103927612,0.8192923069000244
walter-chavez-TEFSPAaoKlA-unsplash.jpg,9,0.17081318795681,0.2250579446554184,0.13484269380569458,0.2204749435186386,0.1699814647436142,0.16788583993911743,0.13595269620418549,0.1661095768213272
