base_path,piece_id,lower_left_x,lower_left_y,top_left_x,top_left_y,top_right_x,top_right_y,bottom_right_x,bottom_right_y
0-base.jpg,0-0-piece,0.5044792294502258,0.7311873435974121,0.5030516386032104,0.7642267942428589,0.5599528551101685,0.7665305733680725,0.5574761629104614,0.7295021414756775
0-base.jpg,0-1-piece,0.29450738430023193,0.8432886004447937,0.2892898619174957,0.9087046384811401,0.38686269521713257,0.9081590175628662,0.39258813858032227,0.8431951999664307
0-base.jpg,0-2-piece,0.038966212421655655,0.8982858061790466,0.038922298699617386,0.9301642179489136,0.09138323366641998,0.9348763823509216,0.09240797162055969,0.8993409872055054
0-base.jpg,0-3-piece,0.4769442677497864,0.7938259840011597,0.47538596391677856,0.8591943979263306,0.5782635807991028,0.8612566590309143,0.5775824189186096,0.7903948426246643
0-base.jpg,0-4-piece,0.6031442880630493,0.33939993381500244,0.6028347611427307,0.3798985183238983,0.6601249575614929,0.37691664695739746,0.6606922149658203,0.3396635949611664
0-base.jpg,0-5-piece,0.31011199951171875,0.4556543827056885,0.3100875914096832,0.5176407098770142,0.40008044242858887,0.5189529061317444,0.4000377655029297,0.4559498727321625
0-base.jpg,0-6-piece,0.1663399338722229,0.8999566435813904,0.2163613885641098,0.9508498311042786,0.29207926988601685,0.9145848155021667,0.23903509974479675,0.8655595183372498
0-base.jpg,0-7-piece,0.5152709484100342,0.6715608835220337,0.5190884470939636,0.7141600847244263,0.5821064114570618,0.7118911743164062,0.5827266573905945,0.6694372296333313
0-base.jpg,0-8-piece,0.3186342120170593,0.06985016167163849,0.31865525245666504,0.12293996661901474,0.396940141916275,0.12205168604850769,0.39105749130249023,0.07332394272089005
0-base.jpg,0-9-piece,0.49984920024871826,0.8234416246414185,0.49992799758911133,0.8833315968513489,0.5900447964668274,0.8807238340377808,0.5940529108047485,0.8240853548049927
0-base.jpg,0-10-piece,0.17062726616859436,0.7152395248413086,0.21863111853599548,0.7616757154464722,0.2944276034832001,0.7264960408210754,0.23246802389621735,0.6789161562919617
0-base.jpg,0-11-piece,0.5135737657546997,0.3375832438468933,0.5135737657546997,0.3802591562271118,0.5779990553855896,0.3783729672431946,0.576988697052002,0.33852529525756836
0-base.jpg,0-12-piece,0.37607860565185547,0.47338375449180603,0.3766227960586548,0.534254789352417,0.4698394536972046,0.5367205739021301,0.4702122211456299,0.4753926694393158
0-base.jpg,0-13-piece,0.3145045042037964,0.2860778272151947,0.3144722878932953,0.3387260437011719,0.386005163192749,0.3351808488368988,0.38624337315559387,0.2828824520111084
0-base.jpg,0-14-piece,0.11444953829050064,0.7644335031509399,0.16316083073616028,0.8134408593177795,0.2339528203010559,0.7797793745994568,0.18394899368286133,0.7329698801040649
0-base.jpg,0-15-piece,0.7363702654838562,0.2783626616001129,0.6919354200363159,0.3192251920700073,0.7590639591217041,0.34757477045059204,0.7969809770584106,0.3043821156024933
0-base.jpg,0-16-piece,0.3121139705181122,0.15217141807079315,0.3121139705181122,0.22687578201293945,0.42545565962791443,0.22728359699249268,0.42861616611480713,0.15064166486263275
0-base.jpg,0-17-piece,0.777753472328186,0.04581984877586365,0.7777062058448792,0.09344139695167542,0.8499501347541809,0.09659823775291443,0.851628839969635,0.04834489896893501
0-base.jpg,0-18-piece,0.6755297780036926,0.680684506893158,0.6754741072654724,0.7045996189117432,0.7122548818588257,0.7040483951568604,0.7141656875610352,0.6789396405220032
0-base.jpg,0-19-piece,0.06588342040777206,0.643961489200592,0.06597300618886948,0.7144108414649963,0.18189947307109833,0.7119529843330383,0.179560124874115,0.644234299659729
1-base.jpg,1-0-piece,0.14769138395786285,0.333041787147522,0.146285742521286,0.37237825989723206,0.1993219256401062,0.3723621666431427,0.20073537528514862,0.3307682275772095
1-base.jpg,1-1-piece,0.2880929708480835,0.8092831969261169,0.28728950023651123,0.8428606986999512,0.3375278413295746,0.8425717949867249,0.3321727514266968,0.8063024878501892
1-base.jpg,1-2-piece,0.6054275631904602,0.5323466062545776,0.6093698740005493,0.5694380402565002,0.653134822845459,0.5671681761741638,0.6558502316474915,0.5342177748680115
1-base.jpg,1-3-piece,0.12710636854171753,0.5036594271659851,0.11886793375015259,0.5743040442466736,0.21311523020267487,0.5737437009811401,0.21988306939601898,0.5029888153076172
1-base.jpg,1-4-piece,0.027593962848186493,0.6352031826972961,0.027593977749347687,0.7095003128051758,0.1383303701877594,0.7122510671615601,0.13112135231494904,0.6339408159255981
1-base.jpg,1-5-piece,0.49474969506263733,0.6797016859054565,0.49685972929000854,0.7534825205802917,0.5937448143959045,0.7540786862373352,0.5983590483665466,0.6783254146575928
1-base.jpg,1-6-piece,0.46905648708343506,0.09373418241739273,0.4681958556175232,0.14843663573265076,0.5446066856384277,0.15164433419704437,0.5367275476455688,0.09447861462831497
1-base.jpg,1-7-piece,0.3022741675376892,0.8415049314498901,0.30225276947021484,0.9202877283096313,0.4001086950302124,0.9184918999671936,0.407776802778244,0.8435941934585571
1-base.jpg,1-8-piece,0.36906352639198303,0.18010815978050232,0.3961532711982727,0.20905505120754242,0.43278199434280396,0.18557947874069214,0.4069184958934784,0.15851186215877533
1-base.jpg,1-9-piece,0.5864511728286743,0.06784618645906448,0.6187458634376526,0.1031218096613884,0.6641334295272827,0.07907426357269287,0.6298514604568481,0.04324394464492798
1-base.jpg,1-10-piece,0.8477209806442261,0.12273592501878738,0.8477527499198914,0.18499194085597992,0.9272815585136414,0.18289750814437866,0.9265406131744385,0.12582999467849731
1-base.jpg,1-11-piece,0.8709684014320374,0.8168085813522339,0.873585045337677,0.8801313042640686,0.9506576061248779,0.8798820376396179,0.9518996477127075,0.8191964030265808
1-base.jpg,1-12-piece,0.9044179916381836,0.8795717358589172,0.9044390916824341,0.9104782938957214,0.9506635069847107,0.9104740619659424,0.9474300146102905,0.8780167102813721
1-base.jpg,1-13-piece,0.8407884836196899,0.7539674043655396,0.8423448801040649,0.7840017676353455,0.8798439502716064,0.7829462289810181,0.8805951476097107,0.7549570202827454
1-base.jpg,1-14-piece,0.7876232862472534,0.7531652450561523,0.7226521968841553,0.8110986948013306,0.8031790256500244,0.8599417805671692,0.8651025891304016,0.7935181260108948
1-base.jpg,1-15-piece,0.581093966960907,0.3174739181995392,0.5809706449508667,0.3768409788608551,0.659417450428009,0.37814846634864807,0.6596888303756714,0.3208903670310974
1-base.jpg,1-16-piece,0.3245164155960083,0.8916923999786377,0.32458680868148804,0.9452653527259827,0.39319995045661926,0.9393247961997986,0.39450767636299133,0.8920989036560059
1-base.jpg,1-17-piece,0.5162181854248047,0.6720727682113647,0.5162181854248047,0.7146279811859131,0.5772624015808105,0.7170889973640442,0.5776331424713135,0.6693557500839233
1-base.jpg,1-18-piece,0.27017921209335327,0.5468354821205139,0.220243901014328,0.6037258505821228,0.2920874357223511,0.6394457221031189,0.34567129611968994,0.5845671892166138
1-base.jpg,1-19-piece,0.2245967835187912,0.4137694835662842,0.2070120871067047,0.4399588704109192,0.2408214956521988,0.4507141709327698,0.2571010887622833,0.42644134163856506
2-base.jpg,2-0-piece,0.11874385178089142,0.8940831422805786,0.08720196783542633,0.9222967624664307,0.1372160017490387,0.9415174722671509,0.16513001918792725,0.9123390913009644
2-base.jpg,2-1-piece,0.7452661395072937,0.8843132853507996,0.7452661395072937,0.9182534217834473,0.8027591705322266,0.9187813401222229,0.8024941086769104,0.8853272795677185
2-base.jpg,2-2-piece,0.8406769037246704,0.5575780868530273,0.8409326672554016,0.609107494354248,0.9291373491287231,0.6102007627487183,0.9267371296882629,0.5584452748298645
2-base.jpg,2-3-piece,0.7301159501075745,0.18550226092338562,0.7291584610939026,0.2183361053466797,0.7788625955581665,0.21946345269680023,0.7784922122955322,0.1875712126493454
2-base.jpg,2-4-piece,0.2549494504928589,0.17179866135120392,0.2518695592880249,0.23011478781700134,0.34116506576538086,0.23230868577957153,0.33926042914390564,0.1756705790758133
2-base.jpg,2-5-piece,0.10975068062543869,0.46766936779022217,0.1076752319931984,0.5162353515625,0.18321719765663147,0.5155754089355469,0.18001921474933624,0.4672500789165497
2-base.jpg,2-6-piece,0.41137996315956116,0.14906847476959229,0.4138975143432617,0.20188301801681519,0.4898885488510132,0.20057500898838043,0.491077721118927,0.15046407282352448
2-base.jpg,2-7-piece,0.1042083352804184,0.6146804690361023,0.1538827270269394,0.6688492298126221,0.24764198064804077,0.6370235681533813,0.19123739004135132,0.5793633460998535
2-base.jpg,2-8-piece,0.7783309817314148,0.22366736829280853,0.7783309817314148,0.2810666263103485,0.8731650114059448,0.2823694348335266,0.8658987283706665,0.2232605665922165
2-base.jpg,2-9-piece,0.016824785619974136,0.8861578106880188,0.015536971390247345,0.9202104210853577,0.0697285383939743,0.9203275442123413,0.06969801336526871,0.8869447708129883
2-base.jpg,2-10-piece,0.8290510773658752,0.631047785282135,0.8290510773658752,0.6927016973495483,0.9368371963500977,0.695350706577301,0.9275949001312256,0.6328870058059692
2-base.jpg,2-11-piece,0.5237263441085815,0.2037905901670456,0.5282118916511536,0.2461502104997635,0.5862404108047485,0.24336479604244232,0.5865725874900818,0.20351147651672363
2-base.jpg,2-12-piece,0.5592718124389648,0.2396327555179596,0.5592718124389648,0.28543350100517273,0.635432243347168,0.2857111990451813,0.6368647217750549,0.23714862763881683
2-base.jpg,2-13-piece,0.2608775496482849,0.49630188941955566,0.26219648122787476,0.5211255550384521,0.3013453483581543,0.5212536454200745,0.30213192105293274,0.4973312020301819
2-base.jpg,2-14-piece,0.3216000199317932,0.7649179100990295,0.3207164704799652,0.7918304204940796,0.36231109499931335,0.7930334806442261,0.3606763184070587,0.7659975290298462
2-base.jpg,2-15-piece,0.6543542742729187,0.9704878330230713,0.6865137815475464,0.9963399767875671,0.7310269474983215,0.9759901762008667,0.6934328079223633,0.9476079940795898
2-base.jpg,2-16-piece,0.3277387320995331,0.16840967535972595,0.327559232711792,0.2257154881954193,0.4120505154132843,0.23006151616573334,0.4185524582862854,0.1750180870294571
2-base.jpg,2-17-piece,0.7379357814788818,0.17542226612567902,0.7379400134086609,0.2176695317029953,0.8067629337310791,0.21946340799331665,0.8051273822784424,0.17633183300495148
2-base.jpg,2-18-piece,0.362684965133667,0.8776241540908813,0.362684965133667,0.9211980700492859,0.43452244997024536,0.9226114153862,0.4341544508934021,0.8760972619056702
2-base.jpg,2-19-piece,0.7716962695121765,0.8676272034645081,0.8240721225738525,0.9288662075996399,0.9125939607620239,0.8965331315994263,0.862740695476532,0.8359377384185791
3-base.jpg,3-0-piece,0.14426085352897644,0.34410762786865234,0.20458096265792847,0.3940243124961853,0.2798130214214325,0.356033593416214,0.22389206290245056,0.3037802577018738
3-base.jpg,3-1-piece,0.45258647203445435,0.6940351128578186,0.45258647203445435,0.7386922240257263,0.5217316150665283,0.7399175763130188,0.5219783186912537,0.6931089758872986
3-base.jpg,3-2-piece,0.1101207286119461,0.9514829516410828,0.15101459622383118,0.9892513751983643,0.21222390234470367,0.9604949355125427,0.17187079787254333,0.9232506155967712
3-base.jpg,3-3-piece,0.18869853019714355,0.8499064445495605,0.18813320994377136,0.9028396010398865,0.26944512128829956,0.9021291136741638,0.26865172386169434,0.8480620384216309
3-base.jpg,3-4-piece,0.33323243260383606,0.5287026166915894,0.33323243260383606,0.5954150557518005,0.4311707615852356,0.5956825613975525,0.4326626658439636,0.5310330986976624
3-base.jpg,3-5-piece,0.5053496360778809,0.5651835203170776,0.5053850412368774,0.6089337468147278,0.5757405757904053,0.6096373200416565,0.5684370398521423,0.5654993057250977
3-base.jpg,3-6-piece,0.45426779985427856,0.7006301283836365,0.4543520212173462,0.7363604307174683,0.508764386177063,0.7323342561721802,0.5083884596824646,0.6987976431846619
3-base.jpg,3-7-piece,0.030050331726670265,0.36465537548065186,0.02467765100300312,0.4252101480960846,0.1183118224143982,0.4250653088092804,0.11342421174049377,0.3631766438484192
3-base.jpg,3-8-piece,0.49371254444122314,0.23415976762771606,0.4985201954841614,0.30138933658599854,0.605381429195404,0.30599525570869446,0.6010710597038269,0.23418760299682617
3-base.jpg,3-9-piece,0.6027072072029114,0.26437169313430786,0.6043504476547241,0.3330731689929962,0.7074703574180603,0.3333570063114166,0.7080225348472595,0.2594650387763977
3-base.jpg,3-10-piece,0.5934836864471436,0.6311956644058228,0.5934836864471436,0.6751617789268494,0.6680651307106018,0.6784761548042297,0.6695961952209473,0.6307036280632019
3-base.jpg,3-11-piece,0.6627454161643982,0.5866462588310242,0.6656156182289124,0.6509600877761841,0.7620428204536438,0.6506531834602356,0.7577014565467834,0.5849461555480957
3-base.jpg,3-12-piece,0.269670307636261,0.17683620750904083,0.2700682580471039,0.23596154153347015,0.35780319571495056,0.23555918037891388,0.3589647114276886,0.17746983468532562
3-base.jpg,3-13-piece,0.5135695934295654,0.41427117586135864,0.5135793089866638,0.4609645903110504,0.5829853415489197,0.45982280373573303,0.583649754524231,0.4159783124923706
3-base.jpg,3-14-piece,0.3967561721801758,0.46298155188560486,0.44441697001457214,0.5067938566207886,0.5032271146774292,0.474932998418808,0.4559587836265564,0.43651020526885986
3-base.jpg,3-15-piece,0.8106608390808105,0.6260457634925842,0.8666203618049622,0.6845405697822571,0.951553463935852,0.6491953134536743,0.8974988460540771,0.5950928330421448
3-base.jpg,3-16-piece,0.014105933718383312,0.4268811345100403,0.018888987600803375,0.4685506820678711,0.07764257490634918,0.46852025389671326,0.08030027151107788,0.42715540528297424
3-base.jpg,3-17-piece,0.1493992954492569,0.1795513778924942,0.17233361303806305,0.1980329304933548,0.19997663795948029,0.18467862904071808,0.17662368714809418,0.1663113534450531
3-base.jpg,3-18-piece,0.2519207298755646,0.6820762753486633,0.2541615068912506,0.735142171382904,0.3358915150165558,0.7360129952430725,0.3325693905353546,0.6811373829841614
3-base.jpg,3-19-piece,0.051059793680906296,0.2207564264535904,0.051059793680906296,0.25157925486564636,0.10452056676149368,0.2524738311767578,0.10493398457765579,0.22035188972949982
4-base.jpg,4-0-piece,0.29022184014320374,0.31641054153442383,0.2902144491672516,0.3619137704372406,0.3516618311405182,0.36023256182670593,0.35317423939704895,0.3157711327075958
4-base.jpg,4-1-piece,0.5926020741462708,0.32822394371032715,0.5926020741462708,0.3786686658859253,0.6677718758583069,0.3793703615665436,0.6648222804069519,0.3290301263332367
4-base.jpg,4-2-piece,0.877975583076477,0.2241245061159134,0.8779956698417664,0.25987741351127625,0.9285468459129333,0.2598415017127991,0.9259973764419556,0.2232537865638733
4-base.jpg,4-3-piece,0.48630258440971375,0.8578364849090576,0.49163222312927246,0.933027982711792,0.5932947993278503,0.9311918616294861,0.5935261249542236,0.8541947603225708
4-base.jpg,4-4-piece,0.9370600581169128,0.061620473861694336,0.9293152689933777,0.09733182191848755,0.9753808379173279,0.10388818383216858,0.9815146327018738,0.06787721812725067
4-base.jpg,4-5-piece,0.8705742359161377,0.17103330790996552,0.8703745603561401,0.22947855293750763,0.94112628698349,0.2316434383392334,0.9434463977813721,0.17710377275943756
4-base.jpg,4-6-piece,0.3137567937374115,0.5153670310974121,0.313866525888443,0.5564557909965515,0.36815571784973145,0.5531332492828369,0.3645286560058594,0.5103474855422974
4-base.jpg,4-7-piece,0.5371599793434143,0.573643147945404,0.5369775891304016,0.6050306558609009,0.581588089466095,0.6056260466575623,0.579672634601593,0.5699178576469421
4-base.jpg,4-8-piece,0.09349726885557175,0.6203510165214539,0.13538070023059845,0.6603268384933472,0.182362899184227,0.6217339634895325,0.1387959122657776,0.5884256958961487
